"No.","Time","Source","Destination","Protocol","Length","Info"
"7282","28.150282","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1273901 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7283","28.150282","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1275341 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7284","28.150282","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1276781 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7285","28.150282","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1278221 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7286","28.150282","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1279661 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7287","28.150282","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1281101 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7288","28.150432","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=11709 Ack=1282541 Win=866816 Len=0"
"7289","28.150844","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1282541 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7290","28.150844","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1283981 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7291","28.150844","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1285421 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7292","28.150844","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"7293","28.150844","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1288301 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7294","28.150844","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1289741 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7295","28.150844","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1291181 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7296","28.150844","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1292621 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7297","28.150844","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1294061 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7298","28.150844","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1295501 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7299","28.151872","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1296941 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7300","28.151872","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1298381 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7301","28.151872","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1299821 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7302","28.151872","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1301261 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7303","28.151872","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"7304","28.151872","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1304141 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7305","28.152059","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=11709 Ack=1305581 Win=866816 Len=0"
"7306","28.153068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1305581 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7307","28.153068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1307021 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7308","28.153068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1308461 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7309","28.153068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1309901 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7310","28.153068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1311341 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7311","28.153068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1312781 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7312","28.154356","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1314221 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7313","28.154356","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1315661 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7314","28.154356","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1317101 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7315","28.154356","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [PSH, ACK] Seq=1318541 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7316","28.154524","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=11709 Ack=1319981 Win=866816 Len=0"
"7317","28.155544","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"7318","28.155544","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1321421 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7319","28.155544","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1322861 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7320","28.155544","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1324301 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7321","28.155544","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1325741 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7322","28.155544","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1327181 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7323","28.155544","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1328621 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7324","28.155544","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1330061 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7325","28.156452","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1331501 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7326","28.156452","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1332941 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7327","28.156452","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1334381 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7328","28.156452","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"7329","28.156511","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=11709 Ack=1337261 Win=866816 Len=0"
"7330","28.157367","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1337261 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7331","28.157367","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1338701 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7332","28.157367","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1340141 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7333","28.157367","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1341581 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7334","28.158284","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1343021 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7335","28.158284","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1344461 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7336","28.158284","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1345901 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7337","28.158284","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1347341 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7338","28.158475","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=11709 Ack=1348781 Win=866816 Len=0"
"7339","28.159398","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1348781 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7340","28.159398","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1350221 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7341","28.159398","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"7342","28.159398","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1353101 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7343","28.160342","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1354541 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7344","28.160342","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1355981 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7345","28.160342","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1357421 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7346","28.160342","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1358861 Ack=11709 Win=89088 Len=1440 [TCP segment of a reassembled PDU]"
"7347","28.160342","187.33.247.110","192.168.0.112","TLSv1.3","1123","Application Data"
"7348","28.160378","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=11709 Ack=1361370 Win=866816 Len=0"
"10049","48.737178","192.168.0.112","187.33.247.110","TLSv1.3","1551","Application Data"
"10050","48.755172","187.33.247.110","192.168.0.112","TCP","60","443  >  57964 [ACK] Seq=1361370 Ack=13206 Win=91904 Len=0"
"10051","48.756405","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data"
"10052","48.757296","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1362810 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10053","48.757296","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1364250 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10054","48.757296","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1365690 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10055","48.757296","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1367130 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10056","48.757296","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1368570 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10057","48.757296","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1370010 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10058","48.757296","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1371450 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10059","48.757328","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1372890 Win=866816 Len=0"
"10060","48.758245","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1372890 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10061","48.758245","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1374330 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10062","48.758245","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1375770 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10063","48.758245","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1377210 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10064","48.759105","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10065","48.759105","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1380090 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10066","48.759105","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1381530 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10067","48.759105","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1382970 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10068","48.759128","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1384410 Win=866816 Len=0"
"10069","48.759967","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1384410 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10070","48.759967","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1385850 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10071","48.759967","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1387290 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10072","48.759967","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1388730 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10073","48.760819","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1390170 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10074","48.760819","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1391610 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10075","48.760819","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1393050 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10076","48.760819","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10077","48.760846","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1395930 Win=866816 Len=0"
"10078","48.761710","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1395930 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10079","48.761710","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1397370 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10080","48.761710","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1398810 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10081","48.761710","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1400250 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10082","48.763565","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1401690 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10083","48.763565","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1403130 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10084","48.763565","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1404570 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10085","48.763565","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1406010 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10086","48.763565","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1407450 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10087","48.763565","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1408890 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10088","48.763565","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10089","48.763565","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1411770 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10090","48.763625","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1413210 Win=866816 Len=0"
"10091","48.764488","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1413210 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10092","48.764488","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1414650 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10093","48.764488","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1416090 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10094","48.764488","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1417530 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10095","48.764488","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1418970 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10096","48.765376","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1420410 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10097","48.765376","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1421850 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10098","48.765376","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1423290 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10099","48.765376","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1424730 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10100","48.765405","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1426170 Win=866816 Len=0"
"10101","48.766317","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1426170 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10102","48.766317","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10103","48.766317","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1429050 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10104","48.766317","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1430490 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10105","48.767256","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1431930 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10106","48.767256","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1433370 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10107","48.767256","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1434810 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10108","48.767256","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1436250 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10109","48.767256","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1437690 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10110","48.767289","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1439130 Win=866816 Len=0"
"10111","48.768214","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1439130 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10112","48.768214","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1440570 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10113","48.768214","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1442010 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10114","48.768214","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10115","48.768214","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1444890 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10116","48.769126","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1446330 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10117","48.769126","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1447770 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10118","48.769126","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1449210 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10119","48.769151","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1450650 Win=866816 Len=0"
"10120","48.770072","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1450650 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10121","48.770072","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1452090 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10122","48.770072","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1453530 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10123","48.770072","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1454970 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10124","48.770072","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1456410 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10125","48.771050","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1457850 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10126","48.771050","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1459290 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10127","48.771050","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10128","48.771050","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1462170 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10129","48.771050","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1463610 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10130","48.771090","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1465050 Win=866816 Len=0"
"10131","48.772023","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1465050 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10132","48.772023","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1466490 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10133","48.772023","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1467930 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10134","48.772023","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1469370 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10135","48.772023","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1470810 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10136","48.772947","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1472250 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10137","48.772947","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1473690 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10138","48.772947","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1475130 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10139","48.772947","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10140","48.772970","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1478010 Win=866816 Len=0"
"10141","48.773881","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1478010 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10142","48.773881","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1479450 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10143","48.773881","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1480890 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10144","48.773881","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1482330 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10145","48.774828","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1483770 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10146","48.774828","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1485210 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10147","48.774828","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1486650 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
