"No.","Time","Source","Destination","Protocol","Length","Info"
"10148","48.774828","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1488090 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10149","48.774851","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1489530 Win=866816 Len=0"
"10150","48.775759","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1489530 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10151","48.775759","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1490970 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10152","48.775759","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10153","48.775759","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1493850 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10154","48.776684","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1495290 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10155","48.776684","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1496730 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10156","48.776684","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1498170 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10157","48.776684","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1499610 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10158","48.776706","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1501050 Win=866816 Len=0"
"10159","48.777619","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1501050 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10160","48.777619","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1502490 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10161","48.777619","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1503930 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10162","48.777619","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1505370 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10163","48.778541","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1506810 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10164","48.778541","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1508250 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10165","48.778541","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10166","48.778541","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1511130 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10167","48.778563","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1512570 Win=866816 Len=0"
"10168","48.779484","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1512570 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10169","48.779484","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1514010 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10170","48.779484","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1515450 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10171","48.779484","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1516890 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10172","48.779484","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1518330 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10173","48.780410","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1519770 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10174","48.780410","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1521210 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10175","48.780410","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1522650 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10176","48.780410","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1524090 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10177","48.780432","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1525530 Win=866816 Len=0"
"10179","48.781274","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10180","48.781274","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1526970 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10181","48.781274","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1528410 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10182","48.781274","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1529850 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10183","48.782200","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1531290 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10184","48.782200","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1532730 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10185","48.782200","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1534170 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10186","48.782200","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1535610 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10187","48.782223","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1537050 Win=866816 Len=0"
"10188","48.783129","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1537050 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10189","48.783129","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1538490 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10190","48.783129","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1539930 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10191","48.783129","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1541370 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10192","48.784081","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10193","48.784081","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1544250 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10194","48.784081","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1545690 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10195","48.784081","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1547130 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10196","48.784120","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1548570 Win=866816 Len=0"
"10197","48.784968","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1548570 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10198","48.784968","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1550010 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10199","48.784968","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1551450 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10200","48.784968","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1552890 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10201","48.784968","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1554330 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10202","48.785893","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1555770 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10203","48.785893","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1557210 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10204","48.785893","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10205","48.785893","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1560090 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10206","48.785916","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1561530 Win=866816 Len=0"
"10207","48.786835","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1561530 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10208","48.786835","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1562970 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10209","48.786835","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1564410 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10210","48.786835","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1565850 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10211","48.786835","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1567290 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10212","48.787748","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1568730 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10213","48.787748","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1570170 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10214","48.787748","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1571610 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10215","48.787748","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1573050 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10216","48.787772","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1574490 Win=866816 Len=0"
"10217","48.788604","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10218","48.788604","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1575930 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10219","48.788604","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1577370 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10220","48.789497","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1578810 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10221","48.789497","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1580250 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10222","48.789497","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1581690 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10223","48.789497","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1583130 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10224","48.789497","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1584570 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10225","48.789521","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1586010 Win=866816 Len=0"
"10226","48.790429","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1586010 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10227","48.790429","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1587450 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10228","48.790429","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1588890 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10229","48.790429","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1590330 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10230","48.791377","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10231","48.791377","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1593210 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10232","48.791377","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1594650 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10233","48.791377","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1596090 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10234","48.791377","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1597530 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10235","48.791401","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1598970 Win=866816 Len=0"
"10236","48.792309","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1598970 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10237","48.792309","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1600410 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10238","48.792309","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1601850 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10239","48.792309","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1603290 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10240","48.793143","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1604730 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10241","48.793143","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1606170 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10242","48.793143","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10243","48.793143","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1609050 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10244","48.793166","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1610490 Win=866816 Len=0"
"10245","48.794109","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1610490 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10246","48.794109","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1611930 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10247","48.794109","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1613370 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10248","48.794109","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1614810 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10249","48.794976","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1616250 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10250","48.794976","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1617690 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10251","48.794976","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1619130 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10252","48.794976","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1620570 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10253","48.794976","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1622010 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10254","48.794999","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1623450 Win=866816 Len=0"
"10255","48.795860","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1623450 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10256","48.795860","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10257","48.795860","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1626330 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10258","48.795860","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1627770 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10259","48.796714","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1629210 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10260","48.796714","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1630650 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10261","48.796714","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1632090 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10262","48.796714","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1633530 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10263","48.796736","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1634970 Win=866816 Len=0"
"10264","48.797647","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1634970 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10265","48.797647","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1636410 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10266","48.797647","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1637850 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10267","48.797647","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1639290 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10268","48.798592","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10269","48.798592","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1642170 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10270","48.798592","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1643610 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10271","48.798592","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1645050 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
